SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA	Class
-73.5	0	1000	0	1	0	1	0.033613445	0.016806723	0.016806723	0.012605042	0	0.012605042	0.012605042	0.004201681	0	0.012605042	0.012605042	0.012605042	0.008403361	0.021008403	0.029411765	0	0.008403361	0	0.004201681	0	0.016806723	0.004201681	0	0	0.004201681	0.008403361	0.008403361	0	0.008403361	0.008403361	0	0.008403361	0	0.008403361	0.004201681	0.012605042	0.012605042	0.008403361	0	0.004201681	0.012605042	0.016806723	0	0.008403361	0.016806723	0.008403361	0	0	0.004201681	0.012605042	0.012605042	0	0.012605042	0.012605042	0.021008403	0.016806723	0.008403361	0.021008403	0.016806723	0	0.004201681	0.004201681	0.008403361	0.004201681	0.004201681	0.008403361	0.008403361	0.004201681	0.004201681	0.004201681	0.012605042	0.012605042	0	0.012605042	0.016806723	0	0	0.004201681	0	0.012605042	0	0	0.004201681	0	0.004201681	0	0	0.004201681	0.008403361	0.004201681	0	0.008403361	0.004201681	0.012605042	0.008403361	0.004201681	0.004201681	0.012605042	0.004201681	0.012605042	0.012605042	0	0.004201681	0	0.008403361	0.004201681	0.004201681	0	0.008403361	0.008403361	0.008403361	0.012605042	0	0	0.008403361	0.008403361	0.004201681	0.012605042	0.008403361	0.012605042	0	0.004201681	0	0.004201681	0.012605042	0.012605042	0.012605042	0.004201681	0.008403361	0	0.012605042	0.008403361	0	0.016806723	0.004201681	0.012605042	0
0	0	1000	0	1	0	1	0.044117647	0.014705882	0.014705882	0.029411765	0.014705882	0	0	0.014705882	0.014705882	0	0.014705882	0	0.014705882	0.014705882	0.044117647	0	0	0.014705882	0	0	0	0	0	0.014705882	0.014705882	0	0	0	0	0.014705882	0	0.014705882	0	0	0	0.014705882	0	0	0.014705882	0	0	0.014705882	0	0	0	0.029411765	0	0	0.014705882	0.029411765	0	0.014705882	0.029411765	0.029411765	0.014705882	0.014705882	0.014705882	0.014705882	0.014705882	0.014705882	0	0	0.014705882	0	0	0.014705882	0	0	0.014705882	0.014705882	0	0	0	0	0	0	0	0	0	0	0.014705882	0.014705882	0	0	0	0.014705882	0	0	0	0	0.014705882	0.014705882	0	0	0.014705882	0.014705882	0.014705882	0	0.014705882	0	0.029411765	0	0	0	0	0	0.014705882	0	0.014705882	0	0	0.014705882	0.014705882	0	0.014705882	0	0	0	0	0	0	0	0	0.014705882	0	0	0.014705882	0	0	0.014705882	0.029411765	0.014705882	0	0.014705882	0.014705882	0	0
-7.1	0	1000	0	0	0	0	0.046511628	0.023255814	0.029069767	0.023255814	0.005813953	0.005813953	0.011627907	0.011627907	0.029069767	0.023255814	0.005813953	0.01744186	0.011627907	0.005813953	0.023255814	0.011627907	0.023255814	0	0	0.005813953	0	0.005813953	0	0	0.005813953	0.005813953	0.005813953	0	0.005813953	0.005813953	0.005813953	0.029069767	0	0.01744186	0.005813953	0	0	0	0.011627907	0	0	0.005813953	0.011627907	0.005813953	0.005813953	0.011627907	0.01744186	0	0	0.011627907	0	0.005813953	0.005813953	0.01744186	0.005813953	0.011627907	0.023255814	0.005813953	0.029069767	0.005813953	0.011627907	0.01744186	0	0	0.005813953	0	0	0.005813953	0.005813953	0	0.005813953	0.005813953	0	0	0	0.005813953	0.005813953	0	0	0	0	0	0.005813953	0	0.005813953	0	0	0	0.005813953	0	0.005813953	0.011627907	0	0	0	0	0.005813953	0.005813953	0.011627907	0.023255814	0.023255814	0.005813953	0	0	0.011627907	0	0	0.005813953	0	0	0.011627907	0	0	0	0	0.011627907	0	0.01744186	0	0.005813953	0	0	0	0.005813953	0.01744186	0.005813953	0.029069767	0.005813953	0.005813953	0.005813953	0.023255814	0.005813953	0	0.034883721	0	0.01744186	0
-16.37	0	1000	0	1	0	1	0.063559322	0.025423729	0.033898305	0.046610169	0.012711864	0.004237288	0.012711864	0.004237288	0.012711864	0.016949153	0.016949153	0.004237288	0.016949153	0.012711864	0.012711864	0.021186441	0.008474576	0	0.004237288	0.004237288	0	0	0.008474576	0	0	0.016949153	0	0	0	0.004237288	0	0.008474576	0.004237288	0.012711864	0.004237288	0.004237288	0.004237288	0.012711864	0.004237288	0.004237288	0.016949153	0.008474576	0	0.004237288	0	0.025423729	0	0.004237288	0.004237288	0.021186441	0.008474576	0.004237288	0.004237288	0.004237288	0.004237288	0.008474576	0.012711864	0.016949153	0.050847458	0	0.008474576	0	0	0.004237288	0.004237288	0	0	0	0.004237288	0	0.008474576	0	0	0.004237288	0.004237288	0	0.004237288	0.004237288	0	0.004237288	0.008474576	0.004237288	0	0	0	0.012711864	0.004237288	0	0	0	0	0.004237288	0	0.004237288	0.012711864	0	0	0	0.004237288	0.004237288	0.016949153	0	0	0	0.008474576	0.004237288	0.012711864	0.004237288	0.012711864	0.004237288	0.008474576	0.004237288	0.004237288	0.004237288	0.008474576	0.004237288	0	0.008474576	0	0.008474576	0.004237288	0.008474576	0	0	0	0.008474576	0.038135593	0.004237288	0.004237288	0.004237288	0.046610169	0	0	0.016949153	0.004237288	0.012711864	0
-6.1	-178	1000	0	0	0	0	0.058333333	0.025	0.016666667	0.008333333	0.016666667	0.025	0.016666667	0.008333333	0.008333333	0.016666667	0	0	0	0	0.008333333	0.008333333	0.008333333	0.016666667	0	0.008333333	0.016666667	0.033333333	0.016666667	0	0.025	0.008333333	0	0	0	0.008333333	0	0.033333333	0	0	0	0.016666667	0	0.025	0	0	0	0.025	0	0	0	0	0.008333333	0.008333333	0	0.008333333	0	0.008333333	0.008333333	0	0.008333333	0	0.008333333	0.008333333	0.008333333	0.008333333	0	0.008333333	0.025	0.008333333	0.008333333	0	0	0	0	0.008333333	0.008333333	0	0.008333333	0.008333333	0.025	0	0.008333333	0.008333333	0	0.016666667	0.008333333	0.008333333	0.008333333	0.016666667	0	0	0	0	0	0	0	0.025	0.008333333	0	0.016666667	0	0	0	0	0.008333333	0.025	0	0	0.008333333	0.008333333	0.008333333	0	0.008333333	0	0.016666667	0	0	0.008333333	0	0.016666667	0	0	0	0	0	0.008333333	0.008333333	0	0	0.008333333	0.033333333	0.016666667	0.008333333	0.008333333	0.008333333	0.008333333	0	0	0	0	0.008333333	0
-36.6	0	1000	0	0	0	0	0.045081967	0.024590164	0.016393443	0.020491803	0.020491803	0.012295082	0.004098361	0.004098361	0.020491803	0.008196721	0.004098361	0.008196721	0.024590164	0.012295082	0.004098361	0.012295082	0.012295082	0.012295082	0	0.008196721	0.024590164	0.004098361	0.012295082	0	0	0	0.008196721	0	0	0	0	0.008196721	0.008196721	0.008196721	0.008196721	0	0.004098361	0.004098361	0.004098361	0.004098361	0.008196721	0.004098361	0	0	0.004098361	0.020491803	0.008196721	0	0.008196721	0.020491803	0.004098361	0	0.012295082	0.004098361	0.020491803	0.008196721	0.012295082	0.024590164	0.032786885	0.008196721	0.008196721	0.004098361	0.012295082	0	0	0.004098361	0.004098361	0.012295082	0.004098361	0.012295082	0.016393443	0.008196721	0.004098361	0	0	0.008196721	0	0.012295082	0.004098361	0.004098361	0.004098361	0	0	0	0.012295082	0.004098361	0.004098361	0	0.008196721	0.004098361	0	0.004098361	0.004098361	0	0.008196721	0	0.004098361	0	0.008196721	0.008196721	0.004098361	0	0	0.008196721	0.008196721	0.004098361	0.008196721	0.004098361	0.028688525	0	0.016393443	0.008196721	0	0.008196721	0	0.012295082	0	0.020491803	0.004098361	0	0.008196721	0.008196721	0	0	0	0.008196721	0.024590164	0.008196721	0.004098361	0	0.016393443	0.008196721	0	0.004098361	0	0.008196721	0
-48	0	1000	0	0	0	0	0.034120735	0.01312336	0.020997375	0.007874016	0.010498688	0.002624672	0.010498688	0	0.010498688	0.010498688	0.015748031	0.005249344	0.007874016	0.01312336	0.01312336	0.002624672	0.005249344	0	0	0.007874016	0.007874016	0.002624672	0.005249344	0	0.007874016	0.010498688	0.002624672	0.002624672	0.005249344	0.005249344	0.002624672	0.015748031	0	0.007874016	0.010498688	0.002624672	0.005249344	0.018372703	0	0.01312336	0.010498688	0.007874016	0.002624672	0.002624672	0.01312336	0.01312336	0.005249344	0.005249344	0	0.028871391	0.015748031	0.015748031	0.015748031	0.023622047	0.010498688	0.01312336	0.002624672	0.015748031	0.015748031	0.002624672	0	0	0.002624672	0.007874016	0.002624672	0.002624672	0.002624672	0.002624672	0.018372703	0.01312336	0.005249344	0.002624672	0	0.002624672	0.015748031	0.002624672	0	0.007874016	0.002624672	0.010498688	0.002624672	0.002624672	0.002624672	0.002624672	0.020997375	0.005249344	0.002624672	0	0.005249344	0.007874016	0	0.005249344	0.010498688	0.007874016	0.005249344	0.005249344	0.002624672	0.007874016	0.010498688	0.010498688	0.01312336	0.002624672	0.002624672	0.002624672	0.005249344	0.007874016	0.007874016	0.015748031	0.007874016	0.005249344	0.005249344	0.005249344	0.010498688	0.010498688	0.005249344	0	0	0.010498688	0.002624672	0.005249344	0.007874016	0.002624672	0	0.005249344	0.015748031	0.005249344	0.01312336	0	0.015748031	0.002624672	0.015748031	0.002624672	0.002624672	0.010498688	0.005249344	0.010498688	0
-24.29	0	1000	0	1	0	1	0.032388664	0.012145749	0.020242915	0.020242915	0.012145749	0.008097166	0	0	0.016194332	0.020242915	0.004048583	0.008097166	0.012145749	0.028340081	0.016194332	0.004048583	0.008097166	0.004048583	0	0.004048583	0	0.008097166	0.016194332	0.004048583	0	0.004048583	0	0	0.004048583	0.008097166	0.004048583	0	0.004048583	0.008097166	0.020242915	0.004048583	0.012145749	0.008097166	0.004048583	0	0.016194332	0.004048583	0.012145749	0.004048583	0.008097166	0.020242915	0	0.004048583	0	0.024291498	0.008097166	0.012145749	0.024291498	0.008097166	0.008097166	0.024291498	0.008097166	0.012145749	0.016194332	0.004048583	0.008097166	0.004048583	0.004048583	0.004048583	0.004048583	0.008097166	0	0.004048583	0.016194332	0.004048583	0.008097166	0	0.008097166	0.008097166	0.008097166	0	0.008097166	0.004048583	0.004048583	0.008097166	0.012145749	0.008097166	0	0	0.016194332	0.004048583	0	0.004048583	0	0	0	0.012145749	0	0	0.012145749	0.008097166	0.008097166	0	0.008097166	0.012145749	0.004048583	0	0	0	0.004048583	0.004048583	0.004048583	0.008097166	0.016194332	0.004048583	0.004048583	0.004048583	0.012145749	0.004048583	0	0	0	0.008097166	0	0	0.016194332	0.028340081	0	0	0.012145749	0.004048583	0.032388664	0	0.008097166	0.004048583	0.008097166	0.012145749	0	0.016194332	0	0.004048583	0
-42.7	-412	1000	0	1	0	1	0.038123167	0.008797654	0.017595308	0.029325513	0.011730205	0.005865103	0.005865103	0.002932551	0.008797654	0.017595308	0.008797654	0.011730205	0.011730205	0.011730205	0.032258065	0	0.011730205	0.008797654	0.002932551	0.005865103	0.005865103	0.002932551	0.005865103	0	0.005865103	0.011730205	0.002932551	0	0.002932551	0	0	0.017595308	0	0.005865103	0	0.017595308	0.014662757	0.002932551	0.002932551	0.002932551	0.014662757	0.011730205	0	0.005865103	0.005865103	0.008797654	0.011730205	0.014662757	0	0.017595308	0.002932551	0.005865103	0.023460411	0.017595308	0.011730205	0.008797654	0.005865103	0.014662757	0.026392962	0	0.008797654	0.005865103	0.005865103	0.008797654	0	0.002932551	0	0.008797654	0.005865103	0.005865103	0.011730205	0.002932551	0	0.002932551	0.002932551	0	0.002932551	0.002932551	0.002932551	0.017595308	0.002932551	0.005865103	0	0.002932551	0.008797654	0.014662757	0	0.002932551	0.005865103	0.005865103	0	0.014662757	0.002932551	0.002932551	0.005865103	0.005865103	0	0	0.002932551	0.017595308	0.017595308	0	0.002932551	0	0.005865103	0.011730205	0.002932551	0.002932551	0.011730205	0.005865103	0.011730205	0.011730205	0.005865103	0.002932551	0.008797654	0.002932551	0	0.008797654	0.002932551	0	0.002932551	0.002932551	0	0.008797654	0.008797654	0.017595308	0.011730205	0.008797654	0.008797654	0.005865103	0.014662757	0.005865103	0	0.014662757	0	0.005865103	0
-30	-686	1000	0	1	0	1	0.038167939	0.015267176	0.011450382	0.030534351	0.003816794	0.015267176	0.003816794	0.003816794	0.026717557	0.015267176	0.003816794	0.007633588	0.007633588	0.019083969	0.019083969	0.003816794	0.007633588	0.003816794	0.003816794	0.007633588	0.011450382	0.007633588	0.003816794	0.003816794	0.003816794	0.019083969	0.007633588	0	0	0.007633588	0	0.026717557	0.015267176	0.003816794	0.003816794	0.003816794	0.011450382	0.011450382	0	0	0.003816794	0.011450382	0	0.003816794	0.007633588	0	0.007633588	0.003816794	0.003816794	0.015267176	0.007633588	0	0.007633588	0.003816794	0.011450382	0.007633588	0.003816794	0.011450382	0.022900763	0.003816794	0.011450382	0.003816794	0.003816794	0.007633588	0.003816794	0	0	0.003816794	0.003816794	0.003816794	0.015267176	0.003816794	0	0.003816794	0.015267176	0.003816794	0	0	0.007633588	0.011450382	0.003816794	0.007633588	0	0.003816794	0.007633588	0.022900763	0	0.007633588	0.007633588	0.007633588	0.011450382	0.011450382	0.011450382	0.003816794	0.007633588	0.003816794	0	0	0.007633588	0.022900763	0.022900763	0	0.003816794	0	0.007633588	0	0.007633588	0	0.003816794	0.003816794	0.011450382	0.011450382	0.007633588	0.007633588	0.011450382	0	0	0	0	0	0.007633588	0.007633588	0	0.003816794	0.011450382	0.007633588	0.011450382	0.011450382	0.011450382	0	0.022900763	0.003816794	0	0.015267176	0	0.007633588	0
0	-62	1000	0	0	0	0	0.025641026	0	0.076923077	0.025641026	0	0	0	0	0.051282051	0.025641026	0	0.025641026	0.051282051	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051282051	0	0.025641026	0.025641026	0	0	0.025641026	0	0.025641026	0	0	0	0	0.025641026	0.076923077	0	0.051282051	0	0	0	0.025641026	0	0	0	0	0.051282051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0.025641026	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0.076923077	0	0.051282051	0.025641026	0	0	0	0.025641026	0	0	0
-49.87	0	1000	0	1	0	1	0.023411371	0.016722408	0.013377926	0.013377926	0.003344482	0.023411371	0.010033445	0.003344482	0	0.02006689	0.016722408	0.010033445	0.030100334	0.003344482	0.006688963	0.006688963	0.016722408	0.013377926	0.006688963	0.013377926	0.010033445	0.010033445	0.006688963	0	0.003344482	0.003344482	0.006688963	0.003344482	0.003344482	0.006688963	0.003344482	0.006688963	0	0.003344482	0	0.016722408	0.010033445	0.003344482	0.006688963	0.003344482	0.013377926	0.02006689	0.013377926	0.006688963	0	0.026755853	0.02006689	0.013377926	0.003344482	0.006688963	0	0	0.006688963	0.006688963	0.003344482	0.013377926	0.010033445	0.02006689	0.023411371	0.006688963	0.010033445	0.016722408	0	0.010033445	0.003344482	0.003344482	0.013377926	0.016722408	0.003344482	0.003344482	0.013377926	0	0.003344482	0.003344482	0.010033445	0	0.003344482	0	0	0.006688963	0	0	0.003344482	0.003344482	0	0	0	0	0.003344482	0	0	0.006688963	0.003344482	0.003344482	0.006688963	0	0.006688963	0.006688963	0.02006689	0.003344482	0	0.010033445	0.010033445	0	0	0.006688963	0	0	0.010033445	0.010033445	0.006688963	0.010033445	0	0	0.013377926	0.003344482	0.003344482	0.016722408	0.003344482	0.003344482	0.003344482	0.013377926	0	0.010033445	0.003344482	0.006688963	0.02006689	0.02006689	0.006688963	0.010033445	0.02006689	0	0	0.013377926	0	0.006688963	0
-6.2	0	1000	0	1	160	1	0.099337748	0.01986755	0.026490066	0.046357616	0.01986755	0.006622517	0	0.013245033	0.01986755	0.006622517	0.006622517	0	0.013245033	0	0.026490066	0.01986755	0.013245033	0	0.013245033	0.013245033	0.013245033	0	0	0.006622517	0	0	0	0	0.013245033	0.013245033	0	0.013245033	0.006622517	0.006622517	0	0.006622517	0.006622517	0.006622517	0.006622517	0	0	0	0	0.013245033	0	0.039735099	0	0.006622517	0	0	0	0	0.026490066	0.013245033	0.006622517	0.026490066	0.006622517	0.006622517	0.026490066	0.006622517	0	0.006622517	0.006622517	0	0	0.013245033	0	0.01986755	0	0.006622517	0.006622517	0.006622517	0	0	0	0	0	0	0	0	0	0	0	0	0.006622517	0	0.006622517	0	0	0	0	0.01986755	0	0	0.013245033	0	0	0	0.006622517	0	0.026490066	0.006622517	0.006622517	0	0.006622517	0	0	0	0	0	0.006622517	0	0	0.013245033	0.013245033	0	0	0	0	0	0.006622517	0.013245033	0	0.013245033	0.006622517	0.006622517	0.046357616	0.006622517	0	0.006622517	0.01986755	0	0	0.026490066	0	0.006622517	0
-24.6	-316	1000	-419	1	746	1	0.021390374	0.021390374	0.021390374	0.021390374	0.005347594	0.010695187	0.005347594	0.016042781	0.016042781	0.005347594	0.010695187	0.010695187	0.010695187	0.005347594	0.021390374	0.005347594	0.005347594	0.005347594	0.010695187	0.005347594	0.010695187	0.021390374	0.005347594	0	0.005347594	0.016042781	0.005347594	0	0	0.005347594	0.005347594	0.016042781	0.005347594	0	0.005347594	0	0	0.016042781	0	0	0.005347594	0.016042781	0	0	0.005347594	0.026737968	0.016042781	0	0	0	0	0	0.021390374	0.010695187	0.021390374	0	0.026737968	0	0.021390374	0.005347594	0.005347594	0.005347594	0.016042781	0.010695187	0.005347594	0.005347594	0.005347594	0.016042781	0	0.010695187	0.005347594	0.005347594	0.005347594	0.010695187	0.021390374	0.005347594	0	0.010695187	0	0.005347594	0	0	0.005347594	0	0.005347594	0.005347594	0	0	0.005347594	0.005347594	0.005347594	0.005347594	0	0	0.010695187	0.005347594	0	0.005347594	0.010695187	0.005347594	0.016042781	0	0.010695187	0	0.005347594	0.005347594	0	0	0.010695187	0.010695187	0.010695187	0.005347594	0	0	0	0	0	0.010695187	0.005347594	0	0.010695187	0.005347594	0	0.005347594	0.016042781	0.010695187	0.026737968	0.005347594	0	0.010695187	0.010695187	0.005347594	0	0.032085561	0.010695187	0.005347594	0
-7	-176	1000	0	1	0	1	0.043478261	0.02173913	0.02173913	0	0.02173913	0.02173913	0	0	0	0.02173913	0	0	0	0	0	0	0	0	0.02173913	0.02173913	0	0.02173913	0.02173913	0	0	0	0	0	0	0	0	0	0	0	0	0.043478261	0.043478261	0.02173913	0	0	0	0.02173913	0	0	0	0	0	0	0	0	0.02173913	0	0	0	0	0	0	0	0.02173913	0	0	0	0	0	0	0.086956522	0	0	0.02173913	0	0.02173913	0	0.02173913	0	0.02173913	0.02173913	0	0.02173913	0.02173913	0.02173913	0	0	0	0	0	0	0	0.02173913	0.02173913	0	0	0.02173913	0	0	0	0	0	0.043478261	0	0	0	0	0.02173913	0	0	0	0	0	0	0	0.043478261	0	0	0	0	0	0.02173913	0.02173913	0	0.02173913	0.02173913	0.02173913	0	0	0	0.02173913	0.02173913	0	0	0	0	0	0	0	0	0	0
0	0	1000	0	1	0	1	0.025641026	0	0.051282051	0.051282051	0	0	0	0.025641026	0.051282051	0.025641026	0	0	0	0	0	0.051282051	0.025641026	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0.025641026	0	0.025641026	0	0	0.025641026	0.025641026	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0.025641026	0	0.025641026	0	0.025641026	0.025641026	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0	0	0	0	0	0.025641026	0	0	0	0	0.051282051	0	0.025641026	0	0	0	0.025641026	0	0.025641026	0	0.025641026	0	0	0	0	0	0	0	0	0	0	0	0	0.025641026	0.025641026	0	0.051282051	0	0	0	0.025641026	0.025641026	0	0.025641026	0	0.025641026	0
-16.3	0	1000	0	0	0	0	0.053333333	0.026666667	0.013333333	0.02	0.006666667	0.013333333	0	0.013333333	0.026666667	0	0.006666667	0.013333333	0.006666667	0.033333333	0.006666667	0.006666667	0.006666667	0.006666667	0	0.006666667	0.006666667	0.006666667	0.006666667	0	0.006666667	0.006666667	0	0	0.006666667	0	0	0.02	0	0	0.013333333	0.006666667	0	0.006666667	0.006666667	0	0.006666667	0.006666667	0	0	0.006666667	0.02	0	0	0.006666667	0.033333333	0.013333333	0.006666667	0	0.013333333	0.02	0.013333333	0.006666667	0.02	0.026666667	0.006666667	0.02	0.006666667	0.006666667	0.006666667	0	0.006666667	0	0.013333333	0.006666667	0.006666667	0.02	0.013333333	0	0.013333333	0	0	0	0.006666667	0	0.006666667	0	0	0	0	0	0.006666667	0	0	0	0.006666667	0	0.006666667	0.006666667	0.006666667	0.006666667	0	0	0.006666667	0.006666667	0.006666667	0.013333333	0	0	0	0	0.006666667	0	0.013333333	0.013333333	0	0.02	0.006666667	0	0	0.013333333	0.006666667	0	0.013333333	0.006666667	0.006666667	0.006666667	0.013333333	0	0	0.006666667	0	0.02	0.006666667	0.006666667	0.006666667	0.033333333	0.013333333	0	0	0.006666667	0	0
1.9	0	1000	-37	0	0	1	0.077419355	0.012903226	0.012903226	0.04516129	0.006451613	0.019354839	0.012903226	0.006451613	0.012903226	0.012903226	0.025806452	0.006451613	0.025806452	0.012903226	0.025806452	0.019354839	0.006451613	0.006451613	0	0.012903226	0.012903226	0.006451613	0	0.006451613	0.006451613	0.006451613	0	0	0.012903226	0	0	0.019354839	0.006451613	0.006451613	0.006451613	0	0.006451613	0.006451613	0	0.006451613	0.006451613	0.006451613	0.006451613	0.006451613	0	0.064516129	0.006451613	0.006451613	0	0	0.006451613	0.006451613	0.006451613	0	0.012903226	0.04516129	0.012903226	0	0.012903226	0	0.006451613	0.006451613	0	0	0	0	0	0	0.006451613	0	0	0	0	0	0	0	0	0	0	0.006451613	0	0	0	0	0	0	0	0	0	0	0	0.025806452	0	0	0.006451613	0	0	0	0.038709677	0	0.006451613	0.006451613	0	0	0.012903226	0	0	0	0.006451613	0	0	0	0	0	0	0	0	0	0	0	0.006451613	0.019354839	0	0	0	0.025806452	0.051612903	0.012903226	0.012903226	0.025806452	0.006451613	0	0	0.006451613	0	0.025806452	0
-11.78	-345	1000	0	1	0	1	0.07239819	0.013574661	0.036199095	0.018099548	0.013574661	0.013574661	0.004524887	0.004524887	0.027149321	0.018099548	0.004524887	0.009049774	0.013574661	0.009049774	0.009049774	0.004524887	0.004524887	0.009049774	0.004524887	0.013574661	0.013574661	0.013574661	0	0	0	0.004524887	0	0	0.004524887	0	0.009049774	0.013574661	0.004524887	0.013574661	0.009049774	0.009049774	0.018099548	0.009049774	0.004524887	0	0.009049774	0.004524887	0.009049774	0	0.009049774	0.013574661	0.009049774	0	0.004524887	0	0.004524887	0.004524887	0	0.004524887	0.018099548	0.009049774	0	0.013574661	0.009049774	0.009049774	0.004524887	0.009049774	0.013574661	0	0.004524887	0.004524887	0	0.004524887	0.004524887	0.009049774	0.013574661	0.018099548	0.009049774	0.013574661	0.013574661	0.004524887	0	0	0.004524887	0.009049774	0	0.004524887	0	0	0	0.004524887	0	0	0.004524887	0	0	0.022624434	0	0.004524887	0	0	0.004524887	0	0.004524887	0.013574661	0.022624434	0.004524887	0.004524887	0	0.004524887	0.009049774	0.004524887	0	0.009049774	0.004524887	0.022624434	0.004524887	0.009049774	0	0.013574661	0.009049774	0	0.009049774	0.004524887	0.004524887	0	0.004524887	0	0	0	0.009049774	0.031674208	0.004524887	0.004524887	0.004524887	0.009049774	0.009049774	0	0.013574661	0	0.004524887	0
-3.9	-1000	1000	0	0	0	0	0.104166667	0.020833333	0	0.041666667	0	0.020833333	0.020833333	0	0	0.020833333	0.020833333	0	0	0.041666667	0.020833333	0	0	0	0	0	0.020833333	0	0	0	0	0.020833333	0	0	0	0	0	0	0	0	0	0.041666667	0	0.020833333	0	0.020833333	0	0	0	0	0	0.041666667	0	0	0	0.020833333	0.020833333	0	0.020833333	0.020833333	0.020833333	0.020833333	0	0	0.020833333	0.041666667	0	0	0	0	0	0	0	0.041666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0	0.020833333	0	0	0	0.020833333	0.020833333	0	0	0	0	0	0.020833333	0	0	0.020833333	0	0	0	0	0	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0.0625	0	0	0	0.041666667	0	0	0.020833333	0	0.020833333	0
