SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA
-45.2	-303	1000	0	1	0	1	0	0.007874016	0.007874016	0	0.007874016	0.015748032	0	0	0.007874016	0	0	0.015748031	0	0.007874016	0	0	0.007874016	0.007874016	0	0	0	0.031496062	0.015748032	0	0.015748031	0.015748031	0.007874016	0	0	0.007874016	0	0.007874016	0.015748032	0	0.015748032	0.007874016	0.007874016	0.023622047	0	0.015748032	0	0	0.007874016	0.007874016	0.007874016	0	0.007874016	0	0	0.007874016	0	0.023622047	0	0	0.007874016	0	0.007874016	0	0.007874016	0	0.007874016	0	0.015748032	0.015748031	0	0.023622047	0.007874016	0	0.007874016	0	0	0	0.015748032	0.023622047	0	0.015748032	0.023622047	0.007874016	0.007874016	0.007874016	0	0.023622047	0.031496063	0.015748032	0.007874016	0	0.031496063	0	0.023622047	0.007874016	0.015748031	0	0.007874016	0	0.015748031	0.015748032	0.015748031	0	0	0.007874016	0.007874016	0.015748032	0.007874016	0.015748032	0.023622047	0.015748032	0.007874016	0.007874016	0	0.023622047	0	0.007874016	0.023622047	0.023622047	0	0	0	0.007874016	0.007874016	0	0	0	0	0	0.007874016	0	0	0	0	0	0.007874016	0	0.015748031	0.007874016	0	0
-37.8	-965	1000	0	0	0	0	0	0	0	0	0	0.011904762	0	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0.011904762	0.011904762	0	0.011904762	0.011904762	0.011904762	0	0	0	0	0	0	0	0.011904762	0	0	0.047619048	0.011904762	0	0	0	0	0	0	0	0.011904762	0	0	0	0.011904762	0.023809524	0	0	0.011904762	0	0	0	0	0.011904762	0.011904762	0	0	0.011904762	0	0.035714286	0	0	0.011904762	0	0	0	0	0	0.011904762	0.035714286	0.035714286	0.047619048	0	0	0.011904762	0	0.023809524	0.047619048	0.035714286	0.05952381	0.023809524	0.011904762	0.035714286	0	0.023809524	0	0	0	0	0	0	0.035714286	0	0	0	0	0	0	0.011904762	0.023809524	0.011904762	0.011904762	0.023809524	0.011904762	0.011904762	0.023809524	0.023809524	0.05952381	0	0	0	0.011904762	0	0	0.011904762	0	0	0	0	0	0	0	0	0	0	0	0.011904762	0	0.011904762	0
-53.4	-1000	1000	0	0	0	0	0	0.007874016	0	0	0.007874016	0.007874016	0.015748031	0.007874016	0.007874016	0.007874016	0	0	0	0	0	0	0.007874016	0.007874016	0	0	0.031496063	0.015748031	0.015748032	0	0.015748032	0.007874016	0.023622047	0	0	0	0.007874016	0	0.015748031	0	0	0.007874016	0.031496062	0.007874016	0	0	0.007874016	0.007874016	0	0	0	0	0	0	0	0.007874016	0	0.023622047	0	0	0	0	0	0	0	0.031496063	0.007874016	0.007874016	0.023622047	0.015748032	0	0.039370079	0.007874016	0	0	0	0.023622047	0.031496063	0.015748031	0.015748032	0	0.039370078	0.007874016	0.007874016	0.015748031	0	0.007874016	0	0.015748031	0.007874016	0.023622047	0.007874016	0.015748031	0.007874016	0.007874016	0	0.015748032	0	0	0	0	0.007874016	0.015748031	0.023622047	0	0.007874016	0.007874016	0	0	0.031496062	0.007874016	0	0	0.015748031	0.007874016	0	0.023622047	0.031496063	0.007874016	0.023622047	0	0.015748032	0	0	0.015748031	0.015748032	0	0	0	0.015748032	0.007874016	0	0	0	0	0	0	0	0.007874016	0	0	0
-50.8	-1000	1000	0	0	236	0	0	0.005952381	0	0	0	0	0.011904762	0.005952381	0.005952381	0.011904762	0	0.005952381	0	0.005952381	0	0	0.005952381	0	0.017857143	0.005952381	0.005952381	0.005952381	0	0	0.011904762	0.017857143	0.023809524	0.005952381	0	0.005952381	0.005952381	0.011904762	0.005952381	0	0.017857143	0.017857143	0.017857143	0.023809524	0.017857143	0	0	0	0	0.011904762	0	0	0.005952381	0	0	0	0.005952381	0	0.005952381	0	0	0	0.005952381	0	0	0	0.005952381	0.005952381	0	0.017857143	0.005952381	0.053571429	0	0	0.011904762	0	0	0.005952381	0.011904762	0.005952381	0	0.011904762	0.005952381	0.017857143	0.005952381	0	0	0.011904762	0.029761905	0.023809524	0.017857143	0.017857143	0.011904762	0.017857143	0.029761905	0.011904762	0.023809524	0.011904762	0	0	0.011904762	0.005952381	0.011904762	0.023809524	0.005952381	0.011904762	0.005952381	0.005952381	0.017857143	0.011904762	0.011904762	0.023809524	0.005952381	0	0	0.011904762	0.005952381	0	0.023809524	0.011904762	0.005952381	0.005952381	0.017857143	0	0	0.011904762	0	0	0.005952381	0.011904762	0.005952381	0.005952381	0	0.005952381	0.005952381	0	0	0.005952381	0.011904762	0	0	0
-1.4	-1000	1000	0	0	0	0	0.03030303	0	0	0.03030303	0.03030303	0	0	0	0	0	0	0	0	0.060606061	0	0	0.03030303	0	0.03030303	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0.03030303	0	0.03030303	0	0.06060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060606061	0	0.06060606	0	0	0.03030303	0	0.03030303	0	0	0.03030303	0	0.03030303	0.03030303	0	0	0	0	0.03030303	0	0	0	0	0	0	0.03030303	0	0	0	0	0.03030303	0	0.03030303	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0	0	0	0.03030303	0	0	0.03030303	0.06060606	0	0	0	0.03030303	0	0	0	0	0	0	0	0.03030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03030303	0	0	0
-26.7	-1000	1000	0	1	0	1	0	0	0	0	0	0.023809524	0.011904762	0	0.011904762	0	0.011904762	0	0	0	0.023809524	0	0	0	0.011904762	0.011904762	0	0	0.047619048	0	0	0.023809524	0	0	0.011904762	0	0	0	0.011904762	0	0	0	0	0.023809524	0	0.011904762	0	0	0	0	0.011904762	0	0.011904762	0	0	0.035714286	0.011904762	0.023809524	0.023809524	0.011904762	0.011904762	0	0.011904762	0.011904762	0	0.011904762	0.011904762	0	0.011904762	0	0	0.011904762	0	0.011904762	0.023809524	0	0.011904762	0	0	0.011904762	0.011904762	0.011904762	0.023809524	0.035714286	0.011904762	0	0	0.011904762	0	0	0.011904762	0.023809524	0.023809524	0	0.023809524	0	0.011904762	0.023809524	0	0	0	0	0	0	0.011904762	0	0	0.011904762	0.011904762	0.011904762	0	0	0	0.023809524	0	0.011904762	0.011904762	0.011904762	0.011904762	0.011904762	0.011904762	0.011904762	0	0.011904762	0	0.011904762	0	0	0	0.023809524	0.011904762	0.011904762	0	0.011904762	0	0	0.023809524	0	0	0	0	0
-44.1	-1000	1000	0	0	0	0	0	0	0.005952381	0	0.005952381	0.011904762	0.005952381	0.011904762	0	0.011904762	0.005952381	0	0	0	0	0	0	0.005952381	0.011904762	0.005952381	0	0.011904762	0.011904762	0	0.005952381	0.005952381	0.005952381	0	0	0.005952381	0.005952381	0	0.005952381	0.005952381	0.005952381	0.011904762	0.011904762	0.023809524	0	0.017857143	0.005952381	0.005952381	0	0	0	0	0	0	0	0.011904762	0.017857143	0.041666667	0	0.011904762	0.011904762	0	0	0	0	0.017857143	0	0	0.005952381	0.011904762	0.011904762	0.029761905	0.011904762	0	0.017857143	0.005952381	0.005952381	0	0.011904762	0.011904762	0.005952381	0.005952381	0.011904762	0.023809524	0.005952381	0	0.011904762	0.029761905	0.011904762	0.011904762	0.017857143	0.023809524	0.023809524	0.011904762	0.023809524	0	0	0	0	0	0	0.011904762	0.011904762	0.023809524	0	0.011904762	0.005952381	0.017857143	0.017857143	0.005952381	0.005952381	0.005952381	0	0.029761905	0.005952381	0.011904762	0.017857143	0.011904762	0.035714286	0.023809524	0	0	0	0.023809524	0	0	0	0	0	0.005952381	0	0	0	0	0	0	0.005952381	0	0.017857143	0	0	0
-32	-1000	1000	0	0	0	1	0	0	0	0.023809524	0	0	0	0.011904762	0.011904762	0	0	0	0	0.011904762	0.023809524	0	0	0	0	0	0.011904762	0.035714286	0	0	0	0	0	0	0.011904762	0	0	0.011904762	0.011904762	0	0.011904762	0.011904762	0.011904762	0.011904762	0	0	0.023809524	0.011904762	0	0	0	0	0.011904762	0	0	0	0.023809524	0.011904762	0	0	0.023809524	0	0.011904762	0	0.023809524	0	0	0	0	0	0.023809524	0.011904762	0.023809524	0	0	0	0.023809524	0	0.023809524	0.035714286	0.011904762	0.023809524	0	0.023809524	0.011904762	0.011904762	0	0	0	0.011904762	0.023809524	0.011904762	0.011904762	0.023809524	0	0	0	0.011904762	0	0.011904762	0	0	0	0.047619048	0.011904762	0	0	0.011904762	0	0.035714286	0	0.011904762	0.011904762	0.011904762	0	0	0	0.023809524	0.023809524	0.011904762	0.011904762	0.011904762	0.023809524	0.011904762	0	0.011904762	0.011904762	0	0	0	0	0	0	0	0	0	0	0.023809524	0	0	0	0
-17.6	-1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0	0	0	0	0	0	0	0	0.041666667	0.020833333	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0.020833333	0	0	0.041666666	0.020833333	0	0	0	0	0.020833333	0	0	0	0.020833333	0	0	0.041666666	0	0	0	0	0	0	0.020833333	0	0.020833333	0	0	0.041666666	0.020833333	0	0	0.020833333	0	0	0.0625	0	0	0.020833333	0	0.041666667	0.020833333	0	0.020833333	0	0.020833333	0.020833333	0	0.020833333	0	0	0.0625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0.020833333	0.020833333	0	0.020833333	0	0	0	0	0	0.0625	0.020833333	0	0.0625	0	0.020833333	0	0	0	0	0	0	0	0	0.020833333	0.020833333	0	0	0
-86.2	-1000	1000	0	0	0	1	0	0	0	0	0.003623188	0	0.010869565	0.007246376	0	0.003623188	0	0	0	0	0.007246376	0	0	0.010869565	0.003623188	0.007246376	0.007246376	0.010869565	0.014492753	0.003623188	0.003623188	0.007246376	0.010869565	0.003623188	0	0.003623188	0.014492753	0	0.003623188	0.003623188	0.007246377	0.018115942	0.010869565	0.02173913	0	0	0.007246376	0.007246376	0.003623188	0.007246377	0	0	0.003623188	0.014492754	0	0.003623188	0.007246376	0.018115942	0.003623188	0.014492754	0.007246377	0	0	0.007246376	0	0.018115942	0	0.007246376	0.028985508	0.010869565	0.010869565	0.014492754	0.007246376	0.003623188	0.014492753	0.003623188	0.007246376	0.007246377	0.018115942	0.007246376	0.025362319	0.028985507	0.018115942	0.02173913	0.007246377	0.010869565	0	0.003623188	0.018115942	0.010869565	0.025362319	0.025362318	0.003623188	0.003623188	0.018115942	0.003623188	0.003623188	0	0.007246377	0.003623188	0.003623188	0.003623188	0.007246377	0.018115942	0	0.003623188	0	0.003623188	0.007246376	0.007246376	0	0.018115942	0.014492754	0.003623188	0.018115942	0.025362319	0.02173913	0.025362318	0.014492753	0.018115942	0.014492754	0	0	0.018115942	0.010869565	0.007246376	0	0	0	0.003623188	0.003623188	0	0	0.003623188	0.003623188	0	0	0	0.007246377	0.003623188	0.007246377	0
-2.7	-1000	1000	0	0	0	0	0	0	0	0	0.019607843	0	0	0	0	0	0	0	0.019607843	0.019607843	0	0	0	0	0.019607843	0	0	0	0.039215686	0	0.019607843	0.019607843	0	0	0	0	0.019607843	0	0	0	0.019607843	0.039215686	0	0	0.019607843	0	0	0	0.019607843	0	0	0	0.019607843	0	0	0	0	0	0	0	0	0	0.019607843	0.019607843	0	0.019607843	0	0	0.039215686	0.019607843	0	0.039215686	0	0	0	0	0	0	0.019607843	0	0	0	0	0.058823529	0.019607843	0	0	0	0.019607843	0	0.019607843	0.019607843	0.019607843	0	0.058823529	0.019607843	0	0	0.019607843	0	0.019607843	0	0.019607843	0	0	0	0	0	0	0.019607843	0	0.019607843	0	0	0.039215686	0.039215686	0.019607843	0	0	0	0.019607843	0	0	0.019607843	0.019607843	0	0	0	0	0	0.019607843	0	0	0	0	0	0	0	0	0.019607843	0	0
-74.2	0	1000	0	1	0	1	0	0.007246377	0.003623188	0.007246377	0.007246376	0.010869565	0.014492754	0.003623188	0	0.007246376	0.003623188	0	0.003623188	0.018115942	0.003623188	0	0.010869565	0	0.003623188	0.003623188	0.010869565	0.003623188	0.014492754	0	0.010869565	0.021739131	0.003623188	0.003623188	0.003623188	0.003623188	0.014492754	0	0.003623188	0.003623188	0.007246376	0.007246376	0.003623188	0.007246377	0.003623188	0.003623188	0.014492754	0.003623188	0	0.003623188	0.014492754	0	0.007246377	0.003623188	0	0.010869565	0.014492753	0.018115942	0.007246377	0.007246377	0.010869565	0	0.007246377	0.010869565	0.018115942	0.014492753	0	0.007246377	0.007246376	0.007246377	0.003623188	0.003623188	0.014492754	0	0.025362319	0	0.018115942	0.010869565	0.014492753	0.003623188	0	0.010869565	0.018115942	0.014492753	0.010869565	0	0.003623188	0.014492754	0.018115942	0.007246377	0.014492753	0.014492754	0.010869565	0.007246376	0.025362319	0.003623188	0.018115942	0.007246377	0	0	0.003623188	0.010869565	0	0.018115942	0.003623188	0.003623188	0	0.010869565	0.003623188	0.007246377	0.010869565	0.007246376	0.007246377	0	0.007246377	0.014492754	0.025362319	0.007246377	0.02173913	0	0.007246376	0.003623188	0.003623188	0.010869565	0.02173913	0.007246376	0.003623188	0	0	0.007246376	0.010869565	0.003623188	0	0	0	0	0.007246377	0.014492754	0.003623188	0.003623188	0.007246377	0
-31.9	-1000	1000	0	1	0	1	0	0.0078125	0	0	0.0078125	0.0078125	0.0078125	0	0.0078125	0	0	0	0	0.015625	0.0078125	0	0.015625	0	0.0078125	0	0.015625	0.015625	0.0078125	0.0078125	0.0234375	0.0078125	0.015625	0	0	0	0.015625	0.0078125	0	0	0.0078125	0.0078125	0.0078125	0.0078125	0	0	0.0078125	0	0.0078125	0	0.0078125	0	0	0	0	0.0078125	0.015625	0.0234375	0	0	0.015625	0	0.0078125	0.015625	0	0.0078125	0	0.015625	0.0234375	0.015625	0	0.015625	0	0	0.0078125	0	0	0.0234375	0.0078125	0.0234375	0.0078125	0.0234375	0.0234375	0.0078125	0.0078125	0	0.015625	0.0234375	0.015625	0.0234375	0.015625	0.015625	0.015625	0.0078125	0.0234375	0	0.015625	0	0.0078125	0	0	0	0.0078125	0.0078125	0	0.0078125	0.0078125	0.0078125	0	0.015625	0	0.0078125	0	0.015625	0.0078125	0.03125	0.0078125	0.0234375	0.0234375	0.015625	0	0	0	0.0234375	0.0078125	0.0078125	0	0	0	0.015625	0.0078125	0	0	0	0.0078125	0	0	0	0.0078125	0	0	0
-85	-1000	1000	0	0	0	0	0.007246377	0	0.003623188	0.007246377	0	0.010869565	0.003623188	0	0.010869565	0.007246377	0.003623188	0	0	0.007246377	0	0	0	0.010869565	0.007246377	0.003623188	0.010869565	0.014492753	0.036231884	0	0	0.010869565	0.007246376	0.003623188	0	0.003623188	0	0	0	0.003623188	0.007246376	0.010869565	0.018115942	0.025362319	0.003623188	0.007246377	0	0.003623188	0	0.003623188	0	0	0	0	0	0.018115942	0.014492753	0.010869565	0.003623188	0.010869565	0.018115942	0	0	0	0.003623188	0.007246376	0.010869565	0.014492753	0.028985507	0.010869565	0	0.032608696	0.003623188	0	0.021739131	0.007246377	0.007246376	0.003623188	0.007246377	0.003623188	0.003623188	0.02173913	0.021739131	0.028985507	0.018115942	0	0.003623188	0.018115942	0.014492753	0.007246377	0.010869565	0.003623188	0.010869565	0.014492754	0.021739131	0.003623188	0.007246376	0	0.010869565	0	0	0.003623188	0.007246376	0.014492753	0	0.007246376	0.010869565	0.003623188	0.007246377	0.010869565	0	0.010869565	0	0.010869565	0.007246376	0.025362318	0.021739131	0.014492754	0.014492754	0.003623188	0.010869565	0	0.003623188	0.028985507	0.003623188	0	0.010869565	0.003623188	0	0.010869565	0.014492754	0.003623188	0	0	0	0	0.007246377	0	0.007246377	0.003623188	0.003623188	0
-11.2	-165	1000	0	1	0	1	0	0.041666666	0	0	0	0.020833333	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0.020833333	0.020833333	0	0.020833333	0	0.020833333	0	0	0	0	0	0	0	0	0.020833333	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020833333	0	0.020833333	0	0	0	0	0	0	0	0	0	0	0	0.041666666	0.020833333	0	0.020833333	0	0	0	0.041666666	0	0	0.020833333	0	0.0625	0.020833333	0	0	0	0	0	0	0.041666667	0.020833333	0.041666666	0.041666667	0.020833333	0.020833333	0	0	0	0	0	0	0.020833333	0	0	0	0	0	0.020833333	0	0	0	0	0	0	0.020833333	0.041666666	0.020833333	0	0	0	0.041666666	0.041666666	0	0	0.020833333	0.041666666	0	0	0	0	0.041666666	0	0	0	0	0	0	0	0	0
-16.7	-1000	1000	0	1	0	1	0	0	0	0	0.019607843	0	0	0	0	0	0	0.019607843	0	0	0	0	0	0.058823529	0	0	0.019607843	0.019607843	0.039215686	0	0	0	0	0	0	0	0	0	0.019607843	0	0	0	0.019607843	0.039215686	0	0	0.019607843	0	0	0.019607843	0	0	0	0.019607843	0	0	0.019607843	0	0	0	0	0	0	0	0	0.019607843	0	0	0.058823529	0	0	0.019607843	0.019607843	0	0	0	0.019607843	0	0.039215686	0.019607843	0	0.019607843	0	0.019607843	0.039215686	0	0	0	0.019607843	0.019607843	0	0.019607843	0.019607843	0	0.019607843	0	0	0	0	0	0	0	0	0	0.019607843	0	0	0	0.039215686	0	0.019607843	0.019607843	0.019607843	0	0	0	0	0	0.039215686	0.019607843	0.019607843	0	0.019607843	0	0	0.019607843	0.019607843	0.019607843	0	0	0	0	0	0	0	0	0	0.019607843	0	0	0	0
-13.3	-1000	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029411765	0	0	0	0	0	0	0.029411765	0	0	0	0	0.05882353	0.029411765	0.029411765	0.029411765	0	0	0	0	0	0	0	0	0	0.029411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05882353	0.029411765	0	0	0	0	0	0	0	0	0	0	0	0	0.029411765	0.05882353	0	0	0	0.058823529	0.088235294	0.029411765	0	0.029411765	0.029411765	0	0.029411765	0	0.058823529	0	0	0	0	0	0	0	0	0.029411765	0	0	0.029411765	0.029411765	0	0.029411765	0	0	0	0.029411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029411765	0.029411765	0	0	0	0	0	0	0	0.058823529	0	0	0
-19.2	-67	1000	0	0	0	0	0.038461538	0.038461538	0	0	0	0	0.057692308	0	0	0	0	0	0	0	0	0	0	0.019230769	0.019230769	0	0	0	0	0	0.019230769	0	0.038461538	0.038461538	0	0	0	0	0	0	0	0.019230769	0.019230769	0.019230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019230769	0.019230769	0	0	0	0.038461538	0	0.038461538	0	0	0	0	0	0	0.019230769	0	0	0.019230769	0.019230769	0.019230769	0.019230769	0	0	0.019230769	0.019230769	0	0	0	0	0	0.076923076	0.019230769	0.019230769	0	0.019230769	0	0	0	0	0	0	0	0.038461538	0	0	0	0	0	0	0	0.038461538	0	0.019230769	0.019230769	0	0	0.019230769	0	0	0.019230769	0.038461538	0	0	0	0.019230769	0	0.019230769	0	0	0.038461538	0	0	0	0	0	0.019230769	0	0
-21.77	-279	1000	0	1	0	1	0	0	0	0	0.045226131	0.010050251	0.010050251	0.005025126	0	0.015075377	0	0.005025126	0.005025126	0	0	0	0.015075377	0.045226131	0	0	0.005025126	0.015075377	0.03517588	0.005025126	0	0.010050252	0.010050251	0.005025126	0.010050251	0.005025126	0.005025126	0	0	0	0	0.015075377	0.005025126	0	0.015075377	0	0	0	0.005025126	0.010050251	0.005025126	0	0.005025126	0	0	0.015075377	0	0.005025126	0	0.010050251	0	0	0	0.005025126	0	0.070351759	0	0.010050252	0.045226131	0.010050251	0	0.030150754	0	0	0.010050251	0	0.010050251	0.005025126	0.005025126	0	0	0.025125629	0.010050251	0.005025126	0.040201005	0	0.005025126	0	0.005025126	0.005025126	0	0.010050251	0.005025126	0.005025126	0.040201005	0	0.010050251	0	0.015075377	0	0	0.005025126	0	0.030150754	0	0.020100503	0	0	0	0	0	0	0	0.005025126	0.010050251	0.005025126	0.015075377	0.010050251	0.005025126	0	0.005025126	0	0	0.040201005	0.005025126	0	0.005025126	0	0	0.015075377	0.015075377	0	0	0.010050251	0	0	0.040201005	0	0	0.025125628	0	0
-41.9	-1000	1000	0	1	0	1	0	0.005952381	0	0.011904762	0.023809524	0.011904762	0.005952381	0	0.005952381	0.011904762	0.005952381	0	0	0.017857143	0.005952381	0.005952381	0.011904762	0.029761905	0.005952381	0.005952381	0	0.011904762	0.023809524	0	0	0	0.011904762	0	0	0.011904762	0	0.005952381	0	0	0.005952381	0.005952381	0.005952381	0	0.017857143	0	0.017857143	0.005952381	0	0.005952381	0.005952381	0.005952381	0	0	0	0.005952381	0.011904762	0.011904762	0.011904762	0	0	0.005952381	0.005952381	0.011904762	0	0.029761905	0.011904762	0.005952381	0.023809524	0.011904762	0	0.023809524	0.011904762	0	0.011904762	0	0.011904762	0.011904762	0.005952381	0.005952381	0.005952381	0.023809524	0.005952381	0	0.035714286	0	0.005952381	0	0	0.005952381	0	0.023809524	0	0.017857143	0.023809524	0	0	0	0.011904762	0	0.005952381	0.011904762	0.005952381	0.017857143	0	0.011904762	0.017857143	0.005952381	0.005952381	0	0.005952381	0	0.005952381	0	0.011904762	0.005952381	0.005952381	0.011904762	0.011904762	0.005952381	0.011904762	0.017857143	0.005952381	0.017857143	0.005952381	0.011904762	0	0	0	0.005952381	0	0	0	0.011904762	0	0	0.017857143	0.017857143	0	0.017857143	0.005952381	0
-24.9	-749	1000	0	1	0	1	0.01754386	0.01754386	0	0	0	0.01754386	0	0.01754386	0	0	0	0	0	0	0	0.01754386	0	0	0.01754386	0	0	0	0.01754386	0	0.01754386	0	0.01754386	0	0	0.03508772	0	0	0.01754386	0	0	0	0	0.01754386	0	0	0	0	0	0	0.01754386	0.01754386	0	0	0	0	0.01754386	0.01754386	0	0	0.01754386	0	0.03508772	0	0	0	0	0.01754386	0	0	0	0.01754386	0	0	0.01754386	0	0	0.035087719	0.01754386	0	0	0	0.052631579	0.01754386	0	0	0	0.03508772	0.01754386	0.01754386	0	0.01754386	0.01754386	0.052631579	0.01754386	0	0.035087719	0	0	0	0	0.03508772	0	0	0	0	0.01754386	0	0	0	0.01754386	0	0.01754386	0	0	0	0.052631579	0	0.01754386	0.01754386	0	0.01754386	0	0	0.035087719	0	0	0	0	0	0	0.01754386	0	0	0	0	0	0.01754386	0	0	0	0
-27.9	-72	1000	0	0	0	0	0	0	0	0.0078125	0	0.0078125	0	0	0	0	0.0078125	0	0	0.0078125	0.0078125	0	0	0.0078125	0.0078125	0.0078125	0	0.0078125	0.015625	0.0234375	0.0078125	0.0234375	0	0	0	0.0078125	0	0	0	0	0	0.0234375	0.0078125	0.0234375	0	0	0.0078125	0.015625	0	0.0078125	0	0	0	0	0	0	0.0078125	0.0078125	0	0.0078125	0	0	0.0078125	0	0	0.0078125	0	0	0.015625	0.0078125	0	0.046875	0.0234375	0	0.0078125	0	0.0078125	0.0078125	0.03125	0	0.0078125	0.03125	0.015625	0.03125	0.015625	0.0078125	0.0078125	0.015625	0.0234375	0.015625	0	0.0234375	0.0078125	0.015625	0.0234375	0	0.0234375	0	0	0	0	0.0078125	0.015625	0.015625	0	0.0078125	0.0078125	0	0.0234375	0.0234375	0	0.0078125	0	0	0	0.0078125	0.0234375	0.015625	0.0078125	0	0	0	0.046875	0.0078125	0.015625	0.0234375	0	0	0	0.0078125	0	0	0	0	0	0	0	0.0234375	0.015625	0.0078125	0	0
-79	-1000	1000	0	0	0	0	0	0	0	0.003558719	0.003558719	0.007117438	0.003558719	0	0.003558719	0.014234875	0.010676157	0.007117438	0.003558719	0	0	0	0.007117438	0.003558719	0.003558719	0	0.007117438	0.010676157	0.007117438	0.014234876	0.007117438	0.010676157	0.003558719	0.003558719	0	0.003558719	0.003558719	0.003558719	0.003558719	0.003558719	0.003558719	0.003558719	0.017793594	0.014234876	0.007117438	0.003558719	0.017793594	0.003558719	0	0.007117438	0.007117438	0	0	0	0.003558719	0.010676157	0.007117438	0.010676157	0.003558719	0.003558719	0.007117438	0	0	0	0	0.007117438	0.014234876	0.007117438	0.021352313	0.003558719	0.003558719	0.021352313	0.017793594	0	0.014234876	0	0.003558719	0.024911032	0.014234876	0.014234876	0.010676157	0.014234876	0.014234875	0.028469751	0.014234875	0	0.010676157	0.017793595	0.017793595	0.010676157	0.007117438	0.028469751	0.007117438	0.014234875	0.039145908	0.003558719	0.017793594	0	0.003558719	0	0.003558719	0.014234875	0.014234876	0.014234876	0	0.021352313	0.003558719	0.007117438	0.003558719	0.003558719	0.003558719	0.014234876	0.003558719	0.007117438	0.003558719	0.007117438	0.024911032	0.017793595	0.017793594	0.003558719	0	0.003558719	0.003558719	0.017793595	0.017793594	0.003558719	0.007117438	0	0.003558719	0.007117438	0.003558719	0	0	0	0.003558719	0	0.007117438	0.007117438	0.007117438	0.007117438	0	0
